username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019/10/06 19:27;151;120;"#LoQueNoVeránEnLaPrensa Hace instantes en Piedra Colorada, entrada a Guaytacama-Cotopaxi... El valiente Pueblo Indígena resistiendo las bombas lacrimógenas del ejército! #ParoNacionalEcuador Vía #ConaieComunicaciónpic.twitter.com/bVHAvWta1M";;;#LoQueNoVer #ParoNacionalEcuador #ConaieComunicaci;"1181003017463697411";https://twitter.com/IsmaelUlloa11/status/1181003017463697411
;2019/10/06 18:38;173;189;"Última noticia en nuestra provincia de Manabí se une al #ParoNacionalEcuador diferentes organizaciones campesina, agropecuarias y seguros campesino al rechazo total del #Paquetazo @EcuavisaInforma @teleamazonasec @capitaltvec @manavisionec @MashiApolo @RTSEcuadorpic.twitter.com/SpWtyEGmIx";;@EcuavisaInforma @teleamazonasec @capitaltvec @manavisionec @MashiApolo @RTSEcuadorpic;#ParoNacionalEcuador #Paquetazo;"1180990654899507206";https://twitter.com/LuisVeraVera27/status/1180990654899507206
;2019/10/06 16:18;1226;919;"Lo que los medios de comunicación no informan! Así son recibidos nuestros indígenas en #Quito por la Policía Nacional del Ecuador, pruebas fehacientes de que los que abusan de la fuerza y de las armas son quienes llevan uniforme. #ElParoSigue #ParoNacionalEcuador #indigenaspic.twitter.com/y1E9eZh4Ke";;;#Quito #ElParoSigue #ParoNacionalEcuador #indigenaspic;"1180955592023781378";https://twitter.com/UNE_EC/status/1180955592023781378
;2019/10/06 10:01;643;1026;"Sólo un gobierno miope no ha comprendido que el #ParoNacionalEcuador lo lidera una juventud consiente de su futuro. Orgullosa de esta nueva generación, mi país florece #ElParoSiguepic.twitter.com/3AeebrzRGR";;;#ParoNacionalEcuador #ElParoSiguepic;"1180860682482401280";https://twitter.com/PaolaCabezasC/status/1180860682482401280
;2019/10/06 09:33;164;103;"Sigue siendo indignante la brutalidad con la que actúa la policía del dictador @Lenin Aquí dos jóvenes estudiantes son requisados y sin poner resistencia son golpeados cobardemente. #FueraLeninFuera #ParoNacionalEcuador #PLOMO19pic.twitter.com/GnRySJNudh";;@Lenin;#FueraLeninFuera #ParoNacionalEcuador #PLOMO19pic;"1180853596595863552";https://twitter.com/E1Nacionalista/status/1180853596595863552
;2019/10/06 07:09;79;140;"Entrevista con Rafael Correa en @lapizarraOK sobre la crisis política y económica en Ecuador. #ParoNacionalEcuador #MovilizacionNacional #RevolucionDeLosZanganoshttps://youtu.be/kxC2-mplRAQ ";;@lapizarraOK;#ParoNacionalEcuador #MovilizacionNacional #RevolucionDeLosZanganoshttps;"1180817318571646976";https://twitter.com/VerdugaAbraham/status/1180817318571646976
;2019/10/06 00:43;236;425;"Alias "Firulais" presente en las manifestaciones en contra del régimen de #Moreno. Lugarteniente de Segismundo. Vinculado al correismo... @MashiRafael @Sandinin #ElParoRecienEmpieza #RevolucionDeLosZanganos #ParoNacionalEcuador pic.twitter.com/9wNYgqDOui";;@MashiRafael @Sandinin;#Moreno #ElParoRecienEmpieza #RevolucionDeLosZanganos #ParoNacionalEcuador;"1180720207704330241";https://twitter.com/jorgealcivar/status/1180720207704330241
;2019/10/05 23:37;551;791;"#ParoNacionalEcuador Movimiento indígena multiplica la enorme cantidad de descontentos por las medidas económicas impulsadas por el Gobierno. #Ecuador afrontará una semana decisiva con pronóstico reservadopic.twitter.com/A0psYLvs8l";;;#ParoNacionalEcuador #Ecuador;"1180703613716353024";https://twitter.com/mabsegovia/status/1180703613716353024
;2019/10/05 22:44;197;241;"Escuelas de cine rechazan brutalidad policíaca contra cineastas durante #ParoNacionalEcuador y piden a @CorteConstEcu que analice constitucionalidad del #EstadoDeExcepcionpic.twitter.com/X0aRs5v68d";;@CorteConstEcu;#ParoNacionalEcuador #EstadoDeExcepcionpic;"1180690260877103105";https://twitter.com/kevinhurlt/status/1180690260877103105
;2019/10/05 20:35;652;1088;"Este es el manejo político más torpe de un #ParoNacionalEcuador que he visto. Chapuceros esbirros improvisados y represivos. No se puede criminalizar la protesta social.";;;#ParoNacionalEcuador;"1180657890169905153";https://twitter.com/ramiroaguilart/status/1180657890169905153
;2019/10/05 20:25;157;296;"En #Latacunga Indígenas castigan a ladrones que aprovechando el #ParoNacional se dedicaban a robar .. Punto Para la Sierra #ParoNacionalEcuador pic.twitter.com/PXkVEEPfvq";;;#Latacunga #ParoNacional #ParoNacionalEcuador;"1180655274086031362";https://twitter.com/JokerBsc/status/1180655274086031362
;2019/10/05 20:00;163;417;"Estar en #ParoNacionalEcuador rechazando las medidas económicas no es estar a favor de @MashiRafael #Correistas y #Zanganos como se autodenominan todo esto es por su culpa. Así que no intenten pescar a rio revuelvo. Fin Del Comunicado.";;@MashiRafael;#ParoNacionalEcuador #Correistas #Zanganos;"1180648999210143744";https://twitter.com/ClaudiaRoura/status/1180648999210143744
;2019/10/05 19:54;142;198;"ATENCIÓN Informamos a la ciudadanía que hay intentos de hackear nuestras cuentas de correo y redes sociales. Estamos fortaleciendo nuestras seguridades digitales con los limitados recursos que tenemos. #ElParoSigue #ParoNacionalEcuador #NoCreoEnLosMedios";;;#ElParoSigue #ParoNacionalEcuador #NoCreoEnLosMedios;"1180647424081240066";https://twitter.com/radiolacalle/status/1180647424081240066
;2019/10/05 18:31;267;222;"#Ecuador #ElParoSigue Grabado dentro de bus militar que muestra claramente cómo #ElPoderDeLaGente es más fuerte que el #EstadoDeExcepción. #ElParoRecienEmpieza #YoTambienSoyZangano #ParoNacionalEcuador RT pic.twitter.com/GcOt76H5Fq";;;#Ecuador #ElParoSigue #ElPoderDeLaGente #EstadoDeExcepci #ElParoRecienEmpieza #YoTambienSoyZangano #ParoNacionalEcuador;"1180626714529058816";https://twitter.com/ChalecosAmarill/status/1180626714529058816
;2019/10/05 18:09;279;249;"Esto ya es el colmo!!! Ecuador en paro y @lenin como si nada en el Centro Comercial Plaza Lagos de Samborondón!! Una muestra más de que la situación del país no le importa! @MashiRafael #NoCreoEnLosMedios #ParoNacionalEcuador #YoTambienSoyZanganopic.twitter.com/CIja1jEaI3";;@lenin @MashiRafael;#NoCreoEnLosMedios #ParoNacionalEcuador #YoTambienSoyZanganopic;"1180621017531715585";https://twitter.com/EthelVelandia/status/1180621017531715585
;2019/10/05 18:05;421;512;"Consignas en Chimborazo -Esta no es 1 lucha de los transportistas, es 1 lucha del pueblo -Fuera @Lenin Moreno pero no vamos a permitir que entre el vicepresidente -Queremos nuevas elecciones -Vamos a estar aquí hasta que se deroguen las medidas económicas #ParoNacionalEcuador pic.twitter.com/Pxc5e3XqEF";;@Lenin;#ParoNacionalEcuador;"1180619968402132992";https://twitter.com/MaiadelC/status/1180619968402132992
;2019/10/05 15:53;223;182;"#Ecuador #ElParoSigue #ParoNacionalEcuador El pueblo se defiende ante la represión. LA REVOLUCIÓN NO SERÁ TELEVISADA @NoemiRosValenc2 @GiletsJaunesGo @AnonGilet @Voltuan @XtinctionRebel @descifraguerra @MashiRafael @JLMelenchon @jaarreaza https://twitter.com/LibertadIdeal/status/1180516246489571329/video/1 …";;@NoemiRosValenc2 @GiletsJaunesGo @AnonGilet @Voltuan @XtinctionRebel @descifraguerra @MashiRafael @JLMelenchon @jaarreaza;#Ecuador #ElParoSigue #ParoNacionalEcuador;"1180586827914199041";https://twitter.com/ChalecosAmarill/status/1180586827914199041
;2019/10/05 15:37;1254;1092;"#Ecuador #ElParoSigue Indígenas llegan a Sierra Centro. No hubo policía que pudiera detenerlos #ParoNacionalEcuador VAMOS A HACERLO VIRAL @rhm1947 @RalitoDigital @FloryCantoX @YourMarkLubbers @RayJoha2 @petrogustavo @ElMachoAguero @teleSURtv https://twitter.com/PrensaBananera/status/1180528320728961025/video/1 …";;@rhm1947 @RalitoDigital @FloryCantoX @YourMarkLubbers @RayJoha2 @petrogustavo @ElMachoAguero @teleSURtv;#Ecuador #ElParoSigue #ParoNacionalEcuador;"1180582846840201216";https://twitter.com/ChalecosAmarill/status/1180582846840201216
;2019/10/05 15:02;417;579;""¡Levántense como leones después del sueño, en un número invencible! Sacudan las cadenas que han caído sobre ustedes mientras dormían, a la tierra como el rocío: ustedes son muchos, ellos son pocos" Percy B. Shelley En Chimborazo #ParoNacionalEcuador #ElParoSiguepic.twitter.com/WazZiCMpWD";;;#ParoNacionalEcuador #ElParoSiguepic;"1180574075120476161";https://twitter.com/MaiadelC/status/1180574075120476161
;2019/10/05 14:51;250;257;"VIDEO | @LeonardoQuirozL visita los mercados de Guayaquil y ellos dicen: "El #PaquetazoDeMoreno afecta directamente al bolsillo del pueblo. El beneficio es para las grandes empresas". #EstoyCabreado #NoCreoEnLosMedios #ElParoSigue #YoTambienSoyZangano #ParoNacionalEcuador pic.twitter.com/PadFQHXSOy";;@LeonardoQuirozL;#PaquetazoDeMoreno #EstoyCabreado #NoCreoEnLosMedios #ElParoSigue #YoTambienSoyZangano #ParoNacionalEcuador;"1180571200545648640";https://twitter.com/kolectiVOZ/status/1180571200545648640
;2019/10/05 13:53;181;214;"Que el paro era solo de los transportistas? La indignación es nacional! Juntxs somos más fuertes #ParoNacionalEcuador pic.twitter.com/hgpY3Vgrcn";;;#ParoNacionalEcuador;"1180556681966690304";https://twitter.com/JNoriiega/status/1180556681966690304
;2019/10/05 13:47;364;1108;"Ahora un poema #ParoNacionalEcuador pic.twitter.com/URedaNbE0K";;;#ParoNacionalEcuador;"1180555231563800578";https://twitter.com/hbecas/status/1180555231563800578
;2019/10/05 11:58;244;290;"#VideoBananero| Hace un momento, indígenas llegan al centro de Quito. No hubo policía que pudiera detenerlos. #ElParoSigue #ParoNacionalEcuador pic.twitter.com/xLPY7Ibvfs";;;#VideoBananero #ElParoSigue #ParoNacionalEcuador;"1180527670418915333";https://twitter.com/1erImpactoEc/status/1180527670418915333
;2019/10/05 10:30;352;461;"#Portoviejo En estos instantes todas las cooperativas de taxis de la ciudad se unen en una gran caravana en rechazo a la eliminación del subsidio a los combustibles y de las medidas económicas impuestas por el Gobierno. #ParoNacionalEcuador pic.twitter.com/tAt5415FMd";;;#Portoviejo #ParoNacionalEcuador;"1180505647810568192";https://twitter.com/pacohidalgof/status/1180505647810568192
;2019/10/05 10:07;278;338;"El taxismo en #Portoviejo continúa en #ParoNacionalEcuador y dicen que de no derogarse las #MedidasEconómicas continuarán en paralizaciones y protestas.pic.twitter.com/4a4pkJBYmx";;;#Portoviejo #ParoNacionalEcuador #MedidasEcon;"1180499751923568647";https://twitter.com/Meluzambrano/status/1180499751923568647
;2019/10/05 06:54;241;458;"Anoche (22:45): el prefecto del Azuay, @yakuperezg, anunció que continuará con el paro contra las medidas económicas. En un tuit dice: “Seguimos los azuayos firmes, con o sin transportistas se mantiene la lucha. #ParoNacionalEcuador” pic.twitter.com/wSBnVDYfLy";;@yakuperezg;#ParoNacionalEcuador;"1180451124953964544";https://twitter.com/tomebamba/status/1180451124953964544
;2019/10/05 00:30;170;256;"#Firulias ejercía su derecho a la resistencia ..!!! #ParoNacionalEcuador LIBERTAD !!!!! pic.twitter.com/c6Mf2W97Y5";;;#Firulias #ParoNacionalEcuador;"1180354617500151809";https://twitter.com/Infinitum01/status/1180354617500151809
;2019/10/04 23:51;117;159;"¡Cuenca No se ahueva Carajo! Seguimos en pie. #ParoNacionalEcuador #NoCreoEnLosMedios #ParoNacionalEChttps://twitter.com/PrideMoBel/status/1180308669575106563 …";;;#ParoNacionalEcuador #NoCreoEnLosMedios #ParoNacionalEChttps;"1180344835875758080";https://twitter.com/johnrodriguez_/status/1180344835875758080
;2019/10/04 22:45;199;455;"Seguimos los azuayos firmes, con o sin transportistas se mantiene la lucha. #ParoNacionalEcuador pic.twitter.com/5OJTe1LOrI";;;#ParoNacionalEcuador;"1180328146996006912";https://twitter.com/yakuperezg/status/1180328146996006912
;2019/10/04 22:24;212;260;"Postales de la jornada de hoy en el #ParoNacionalEcuador, desde la ciudad de #Quito. Gracias por compartir, sigan enviando sus fotos. Radio La Calle, donde tu voz es lo que queremos expresar. #JuntosEnLaDirecciónCorrectapic.twitter.com/pVaKFcuBjv";;;#ParoNacionalEcuador #Quito #JuntosEnLaDirecci;"1180322837682368512";https://twitter.com/radiolacalle/status/1180322837682368512
;2019/10/04 22:10;117;152;"Hasta mañana menos con los que se descolen del #ParoNacionalEcuador contra el #PeorGobiernoDeLaHistoriapic.twitter.com/ktXJ5wXoUK";;;#ParoNacionalEcuador #PeorGobiernoDeLaHistoriapic;"1180319339318263809";https://twitter.com/hijodeabel/status/1180319339318263809
;2019/10/04 22:06;294;577;"Qué bueno que los transportistas levantaron el paro. Ahora todos podremos ir a las marchas en sus cómodas unidades. #ParoNacionalEcuador #EcuadorSeLevanta #YoTambienSoyZangano #NoCreoEnLosMedios";;;#ParoNacionalEcuador #EcuadorSeLevanta #YoTambienSoyZangano #NoCreoEnLosMedios;"1180318426369331200";https://twitter.com/gustavojaraes/status/1180318426369331200
;2019/10/04 22:00;90;129;"AGÉNDELO | ¡No se pierda mañana @lapizarraOK! Estará como invitado @MashiRafael analizando la situación del #ParoNacionalEcuador que se vivió desde el día jueves. ¡Te esperamos 12:00 95.3 #Quito - 94.5 Noroccidente http://pichinchauniversal.com.ec pic.twitter.com/bNntCCg19j";;@lapizarraOK @MashiRafael;#ParoNacionalEcuador #Quito;"1180316680582508544";https://twitter.com/pichinchauniver/status/1180316680582508544
;2019/10/04 21:55;220;203;"Lo que los medios no nos muestran. Transportistas base no están de acuerdo con retirarse del paro. Firmaron acuerdos por temor y amenazas. Medios vendedores de humo. #paronacionalecuador #nocreoenlosmediospic.twitter.com/KWtqUuA3Vr";;;#paronacionalecuador #nocreoenlosmediospic;"1180315494831857664";https://twitter.com/SiguenzaDiana/status/1180315494831857664
;2019/10/04 21:45;517;497;"Esta es la REPRESIÓN DESMEDIDA Y CON MUCHA VIOLENCIA en #Guayaquil de la @PoliciaEcuador y las @FFAAECUADOR en contra del pueblo Ecuatoriano @CIDH @CorteIDH @ONU_es @ILGALAC @CELAC #ParoNacionalEcuador #ParoNacionalEC #YoTambiénSoyZángano @MashiRafael @PaolaPabonCpic.twitter.com/YoUf6tudFr";;@PoliciaEcuador @FFAAECUADOR @CIDH @CorteIDH @ONU_es @ILGALAC @CELAC @MashiRafael @PaolaPabonCpic;#Guayaquil #ParoNacionalEcuador #ParoNacionalEC #YoTambi;"1180313083102863360";https://twitter.com/wgomezr/status/1180313083102863360
;2019/10/04 20:40;228;321;"LA DIRIGENCIA del transporte (sin generalizar a los transportistas), históricamente siempre han declinado sus “medidas de hecho” y jamás fueron eje fundamental de la lucha social... Así de siempre! #ParoNacionalEcuador #YoTambienSoyZangano Vía CONAIE (http://facebook.com/conaie.org/vid )pic.twitter.com/hys4fdwMrB";;;#ParoNacionalEcuador #YoTambienSoyZangano;"1180296787200020480";https://twitter.com/IsmaelUlloa11/status/1180296787200020480
;2019/10/04 20:32;184;215;"Gremio de taxistas desconoce la retirada del #ParoNacionalEcuador de los Transportes Pesados. Según dirigente, ellos continuarán en paro junto a los indígenas, estudiantes y demás gremios sociales en contra el #PaquetazoDeMoreno. https://twitter.com/PrensaBananera/status/1180287773410021378/video/1 …";;;#ParoNacionalEcuador #PaquetazoDeMoreno;"1180294647144501248";https://twitter.com/IndignadosEcu/status/1180294647144501248
;2019/10/04 19:54;98;76;"7 años de Victorias Mi comandante Chávez #7AvenidasYMas imposible no recordar evento tan extraordinario Corazón de la patria Te amamos #4DeOctubre #MovimientoIndigenaEnRevolucion #ParoNacionalEcuador pic.twitter.com/Q2kr6rdZ9i";;;#7AvenidasYMas #4DeOctubre #MovimientoIndigenaEnRevolucion #ParoNacionalEcuador;"1180285071330349057";https://twitter.com/neljulger/status/1180285071330349057
;2019/10/04 19:50;61;100;"Mira narco psicópata @lopezobrador_ Cuando un pueblo se revela contra sus verdugos más vale que pongas tus barbas a remojar y te portes bien No todos los pueblos tienen la misma paciencia que el pueblo mexicano. #ParoNacionalEcuador pic.twitter.com/vgP6DWOM9H";;@lopezobrador_;#ParoNacionalEcuador;"1180284078106525696";https://twitter.com/LilianX07/status/1180284078106525696
;2019/10/04 19:45;118;134;"Los transportistas salieron favorecidos. Les dieron su caramelito y se van contentos. El pueblo sigue jodido y con el pasaje del transporte más caro. Ahora le toca al de a pie, al indignado, al castigado por este gobierno miserable. #Paquetazo #ParoNacionalEcuador";;;#Paquetazo #ParoNacionalEcuador;"1180282809157636096";https://twitter.com/mateoizquierd0/status/1180282809157636096
;2019/10/04 19:17;250;318;"Los transportistas jamás fueron el eje principal de una protesta social... La lucha siempre a sido del Pueblo en las calles. -Tarde o temprano, la dirigencia del transporte iba a declinar, como siempre lo han hecho. #ParoNacionalEcuador #YoTambienSoyZanganohttps://twitter.com/IsmaelUlloa11/status/1180271923516837888 …";;;#ParoNacionalEcuador #YoTambienSoyZanganohttps;"1180275719840120833";https://twitter.com/IsmaelUlloa11/status/1180275719840120833
;2019/10/04 19:17;98;231;"Fracasaron los mafiosos transportistas #ParoNacionalEcuador se toparon con un pueblo dispuesto a levantar este país a punta de trabajo y no se dejaron amedrentar por la jauría de delincuentes que soltaron en las calles . Triunfó el pueblo!! Triunfó el trabajo! @Lenin #Quito 1/2pic.twitter.com/IRKoOtmGsW";;@Lenin;#ParoNacionalEcuador #Quito;"1180275703650177027";https://twitter.com/FranYcaza/status/1180275703650177027
;2019/10/04 19:06;149;82;"#Ecuador Movilizaciones se concentran en la Av. 10 de Agosto. Fuerte represión con gas lacrimógeno y perdigones de goma. Tanquetas persiguen a manifestantes en los barrios. #ParoNacionalEcuador #EcuadorSeLevanta RTpic.twitter.com/3VuS4QKrFH";;;#Ecuador #ParoNacionalEcuador #EcuadorSeLevanta;"1180272896943542272";https://twitter.com/ChalecosAmarill/status/1180272896943542272
;2019/10/04 19:02;885;1204;"No pasa nada, los transportistas levantan la medida (por ahora), pero Ellos no son la parte principal del #ParoNacionalEcuador. pic.twitter.com/62nRa96Eey";;;#ParoNacionalEcuador;"1180271923516837888";https://twitter.com/IsmaelUlloa11/status/1180271923516837888
;2019/10/04 19:00;62;92;"No te creas todo lo que encuentres en redes, aquí te mostramos las #FakeNews de la jornada de hoy del #ParoNacionalEcuador: pic.twitter.com/0M3IibQ1KC";;;#FakeNews #ParoNacionalEcuador;"1180271442841280512";https://twitter.com/LaPosta_Ecu/status/1180271442841280512
;2019/10/04 18:22;1469;1678;"VIDEO | GENIAL! El mejor resumen del caos que en estos momentos vive el Ecuador, provocado por el #PaquetazoDeMoreno. Una vez más, a cargo de @inafinogenova de Russia Today. #ParoNacionalEcuador #KolectiVOZenLasCalles #ParoNacionalpic.twitter.com/bcfnnaNK8o";;@inafinogenova;#PaquetazoDeMoreno #ParoNacionalEcuador #KolectiVOZenLasCalles #ParoNacionalpic;"1180261940477808641";https://twitter.com/kolectiVOZ/status/1180261940477808641
;2019/10/04 18:15;522;1031;"Marcelo Castro, gerente de la Cámara Nacional de Transporte Pesado, anuncia que un grupo de transportistas retomará sus actividades. "El incremento del diésel es necesario y doloroso pero debemos ser parte del cambio", señala. #ParoNacionalEcuador pic.twitter.com/IEasAJ2zCf";;;#ParoNacionalEcuador;"1180260056077651968";https://twitter.com/Expresoec/status/1180260056077651968
;2019/10/04 18:02;163;178;"Señoras de la tercera edad están aquí. #ElPeorGobiernoDeLaHistoria #ParoNacionalEcuador pic.twitter.com/LmphlbsBgU";;;#ElPeorGobiernoDeLaHistoria #ParoNacionalEcuador;"1180256804007219201";https://twitter.com/Heidi_Writes1/status/1180256804007219201
;2019/10/04 17:49;495;724;"#ParoNacionalEcuador CUENCA Estudiantes de la Universidad de Cuenca ACTITUD, ALEGRÍA, CONVICCIÓN Video: @tomebambapic.twitter.com/2VGexHGjC0";;@tomebambapic;#ParoNacionalEcuador;"1180253637416640512";https://twitter.com/mabsegovia/status/1180253637416640512
;2019/10/04 17:20;316;367;"Sectores indígenas se movilizan a Quito en contra de las medidas económicas del régimen de Moreno. #ParoNacionalEcuador pic.twitter.com/RFoBXKOhqP";;;#ParoNacionalEcuador;"1180246445590532096";https://twitter.com/Voces_Ecu/status/1180246445590532096
;2019/10/04 17:19;94;128;"#FueraLeninFuera | Madres, abuelas, hijas, todas ellas Mujeres Indígenas se unen en protesta contra las medidas de @Lenin #Ecuador #FueraMorenoFuera #ParoNacionalEcuador #PLOMO19pic.twitter.com/XAluW7m2uQ";;@Lenin;#FueraLeninFuera #Ecuador #FueraMorenoFuera #ParoNacionalEcuador #PLOMO19pic;"1180246131357339649";https://twitter.com/NicaTuitero/status/1180246131357339649
;2019/10/04 16:58;239;176;"El periodista de @UdlaChannelEc, #IvánLozano, luego de recuperar su libertad, relata que fue agredido por la @PoliciaEcuador durante su detención. "Me dieron toletazos, golpes con manopla, patazos, me botaron la moto encima...". #ParoNacionalEcuador @mariapaularomo @DEFENSORIAECpic.twitter.com/Gedfonr5rd";;@UdlaChannelEc @PoliciaEcuador @mariapaularomo @DEFENSORIAECpic;#Iv #ParoNacionalEcuador;"1180240877438066689";https://twitter.com/EspaciadoraBar/status/1180240877438066689
;2019/10/04 16:47;432;267;"Miren cuánto nos ha retrocedido el gobierno de @lenin y @mariapaularomo... La @PoliciaEcuador usando aparatos de tortura de era medieval contra el pueblo ecuatoriano. Qué sigue, el aceite hirviendo? #FueraLeninFuera #ParoNacionalEcuador #RepresiónEnEcuador #Paquetazopic.twitter.com/ETyj9xSfT5";;@lenin @mariapaularomo @PoliciaEcuador;#FueraLeninFuera #ParoNacionalEcuador #Represi #Paquetazopic;"1180238091963060225";https://twitter.com/AlmaMiaEcu/status/1180238091963060225
;2019/10/04 16:45;122;257;"Además de trabajar, así también salimos adelante. La buena voluntad, cooperación y sacrificio no pueden superar a la justicia y equidad #Ecuador #ParoNacionalEcuador pic.twitter.com/L0vsrANCNn";;;#Ecuador #ParoNacionalEcuador;"1180237535752142848";https://twitter.com/QuejasCuenca/status/1180237535752142848
;2019/10/04 16:28;5469;8114;"¿Ven esas mujeres indígenas marchando? Ellas tumbaron 3 presidentes y son el terror de la oligarquía. Ahí están las madres, abuelas, hijas y sobrinas de todo el Ecuador. Si ya están en las calles es pq le restan pocos días al gobierno de Moreno. #ParoNacionalEcuador pic.twitter.com/f0iUg7mvWL";;;#ParoNacionalEcuador;"1180233317393850368";https://twitter.com/amaurichamorro/status/1180233317393850368
;2019/10/04 16:25;939;848;"Moreno aplica el ajuste del FMI, la respuesta es el #ParoNacionalEcuador, se esconde y reprime. Macri aplica esa misma receta, la pobreza en más de 35% y va a la derrota electoral. El modelo de las derechas lleva al mismo resultado. ¿El próximo es Brasil? #04Oct";;;#ParoNacionalEcuador #04Oct;"1180232474288361472";https://twitter.com/Marco_Teruggi/status/1180232474288361472
;2019/10/04 15:56;168;171;"Iván Lozano, estudiante de periodismo de @UdlaChannelEc fue detenido por la Policía. ¿Su delito? Cubrir las protestas para su medio de comunicación. Esto se les está pasando de las manos a las autoridades, @mariapaularomo. #ParoNacionalEcuador #ParoNacional #ParoDeTransportepic.twitter.com/CPK2ILkSHW";;@UdlaChannelEc @mariapaularomo;#ParoNacionalEcuador #ParoNacional #ParoDeTransportepic;"1180225078186926081";https://twitter.com/radiolacalle/status/1180225078186926081
;2019/10/04 15:55;1177;873;"En Guayaquil, entre ayer y hoy el saco de papa chola subió de 38 a 48 dólares. El saco de choclo de 18 a 30 dólares. El saco de limón de 25 a 45 dólares. Por alguna extraña razón, la reportera del canal incautado TC Televisión eliminó este video. #ParoNacionalEcuador pic.twitter.com/nbw4XcZuBv";;;#ParoNacionalEcuador;"1180224911324913665";https://twitter.com/Alejita92Navas/status/1180224911324913665
;2019/10/04 15:53;484;666;"Valiente no es quien apoyado por los grupos de poder atenta contra el pueblo, valiente somos las y los estudiantes en las calles, luchando. #ParoNacionalEcuador pic.twitter.com/HFSP0f6Hvh";;;#ParoNacionalEcuador;"1180224469236961280";https://twitter.com/coraje_ecu/status/1180224469236961280
;2019/10/04 15:47;930;713;"Nos est!á matando la dictadura de @Lenin Moreno. @CIDH @Pontifex_es #ParoNacionalEcuador pic.twitter.com/dgYHSDiU0X";;@Lenin @CIDH @Pontifex_es;#ParoNacionalEcuador;"1180222924239843328";https://twitter.com/KatyCoronel1/status/1180222924239843328
;2019/10/04 15:47;265;206;"#ULTIMAHORA Se los dije o no se los dije? Sucede en Cuenca, Quito, #Ecuador. Efectivos militares apostados en la zona retiran su respaldo al gobierno de @Lenin Moreno #ParoNacionalEcuador PD: Liberen a Jorge Calderón VAMOS A HACERLO VIRAL https://twitter.com/RalitoDigital/status/1180221346049077248/video/1 …";;@Lenin;#ULTIMAHORA #Ecuador #ParoNacionalEcuador;"1180222870066208768";https://twitter.com/ChalecosAmarill/status/1180222870066208768
;2019/10/04 15:27;224;223;"#ParoNacionalEcuador Gobierno #MorenoNebotLasso cada vez más muestra su tendencia neofascista. Arremete contra el pueblo que protesta contra medidas económicas que empobrecerán a millones de familias ecuatorianas! Sin banderas políticas pero con dignidad, el Pueblo se levanta!pic.twitter.com/CIjGAtwjLS";;;#ParoNacionalEcuador #MorenoNebotLasso;"1180217947190681600";https://twitter.com/esthercuestasan/status/1180217947190681600
;2019/10/04 15:23;2513;1765;"INDIGNANTE | Policías huyen después de herir a bala a una persona sin prestarle el debido auxilio. #ParoNacionalEcuador pic.twitter.com/Tqa7bkd1HW";;;#ParoNacionalEcuador;"1180216946261975043";https://twitter.com/amaurichamorro/status/1180216946261975043
;2019/10/04 15:13;413;416;"#Urgente | Manifestantes se toman las antenas del Pilisurco, la medida ha sacado del aire a varias estaciones de radio en FM y canales de televisión en Ambato. #MeDuelesEcuador #ParoNacionalEcuador #FuerzaEcuador Video: Radio Centropic.twitter.com/BfSlixzLNY";;;#Urgente #MeDuelesEcuador #ParoNacionalEcuador #FuerzaEcuador;"1180214433861255169";https://twitter.com/LEXKANDER/status/1180214433861255169
;2019/10/04 14:29;309;344;"VIDEO | #EstoyCabreado, y más aún con el #Paquetazo. #ParoNacionalEcuador #ParoNacional #MovilizacionNacional #EcuadorEnResistencia #KolectiVOZenLasCalles #PaquetazoDeMorenopic.twitter.com/J02EIT1CKY";;;#EstoyCabreado #Paquetazo #ParoNacionalEcuador #ParoNacional #MovilizacionNacional #EcuadorEnResistencia #KolectiVOZenLasCalles #PaquetazoDeMorenopic;"1180203388576944128";https://twitter.com/kolectiVOZ/status/1180203388576944128
;2019/10/04 11:17;332;403;"#MovilizaciónNacional | Tod@s nos manifestamos contra el PAQUETAZO de @Lenin Moreno. Viernes 04 de octubre a las 17:00, Monumento a Simón Bolívar frente al Banco Central, Quito. ¡Somos firmes, o se cae el paquetazo o se cae el Gobierno! #SeVieneElEstallido #ParoNacionalEcuador pic.twitter.com/nyXuFpZyLY";;@s @Lenin;#Movilizaci #SeVieneElEstallido #ParoNacionalEcuador;"1180154945066164224";https://twitter.com/CompromisoRC/status/1180154945066164224
;2019/10/04 11:04;101;180;"Pilas gente no se deje engañar por la mafia de los transportistas #ParoNacionalEcuador pic.twitter.com/uXDkpsbG9b";;;#ParoNacionalEcuador;"1180151664633929728";https://twitter.com/GordoMartinez77/status/1180151664633929728
;2019/10/04 11:00;606;644;"#URGENTE | Ciudadanos dejan en evidencia el periodismo parcializado de la reportera Valería Villaruel de @EcuadorTV Claro ejemplo de que los medios de comunicación están ocultando la verdad. En #NotiBien NO SOMOS ALCAHUETES, INFORMAMOS CON LA VERDAD. #ParoNacionalEcuador pic.twitter.com/uPJi793GSj";;@EcuadorTV;#URGENTE #NotiBien #ParoNacionalEcuador;"1180150603248521217";https://twitter.com/notibien/status/1180150603248521217
